carbody,wheelbase,enginetype,cylindernumber,fuelsystem,boreratio,CarCompanyName,fueltype,aspiration,enginelocation,4wd,fwd,MPG
2.905321318,-1.690771802,1.291051746,-0.378892176,0.94008718,0.519071385,0.309434793,-0.328797975,0.469295318,0.12186667,-0.214285714,-1.188177052,-0.594275021
2.905321318,-1.690771802,1.291051746,-0.378892176,0.94008718,0.519071385,0.309434793,-0.328797975,0.469295318,0.12186667,-0.214285714,-1.188177052,-0.594275021
-0.97815264,-0.708595876,3.153578463,1.872496117,0.94008718,-2.404880295,0.309434793,-0.328797975,0.469295318,0.12186667,-0.214285714,-1.188177052,-0.811841128
0.360074461,0.173697752,-0.454206287,-0.378892176,0.94008718,-0.517265919,0.63825929,-0.328797975,0.469295318,0.12186667,-0.214285714,0.841625412,-0.14431945
0.360074461,0.107109553,-0.454206287,0.74680197,0.94008718,-0.517265919,0.63825929,-0.328797975,0.469295318,0.12186667,4.666666667,-1.188177052,-1.20903914
0.360074461,0.173697752,-0.454206287,0.74680197,0.94008718,-0.517265919,0.63825929,-0.328797975,0.469295318,0.12186667,-0.214285714,0.841625412,-0.894245402
0.360074461,1.172520727,-0.454206287,0.74680197,0.94008718,-0.517265919,0.63825929,-0.328797975,0.469295318,0.12186667,-0.214285714,0.841625412,-0.894245402
-0.305160829,1.172520727,-0.454206287,0.74680197,0.94008718,-0.517265919,0.63825929,-0.328797975,0.469295318,0.12186667,-0.214285714,0.841625412,-0.894245402
0.360074461,1.172520727,-0.454206287,0.74680197,0.94008718,-0.739338199,0.63825929,-0.328797975,-2.130854416,0.12186667,-0.214285714,0.841625412,-1.441428605
-0.97815264,0.123756603,-0.454206287,0.74680197,0.94008718,-0.739338199,0.63825929,-0.328797975,-2.130854416,0.12186667,4.666666667,-1.188177052,-1.344200973
0.360074461,0.406756446,-0.454206287,-0.378892176,0.94008718,0.630107525,1.788680723,-0.328797975,0.469295318,0.12186667,-0.214285714,-1.188177052,-0.294304641
