carbody,wheelbase,enginetype,cylindernumber,fuelsystem,boreratio,CarCompanyName,fueltype,aspiration,enginelocation,4wd,fwd,MPG
21890.5,88.6,18116.41667,2,17754.60284,3.47,15498.33333,0,1,1,0,0,24.29649643
21890.5,88.6,18116.41667,2,17754.60284,3.47,15498.33333,0,1,1,0,0,24.29649643
10376.65239,94.5,25098.38462,4,17754.60284,2.68,15498.33333,0,1,1,0,0,22.8459125
14344.27083,99.8,11574.04843,2,17754.60284,3.19,17859.16671,0,1,1,0,1,27.29649643
14344.27083,99.4,11574.04843,3,17754.60284,3.19,17859.16671,0,1,1,1,0,20.19766428
14344.27083,99.8,11574.04843,3,17754.60284,3.19,17859.16671,0,1,1,0,1,22.29649643
14344.27083,105.8,11574.04843,3,17754.60284,3.19,17859.16671,0,1,1,0,1,22.29649643
12371.96,105.8,11574.04843,3,17754.60284,3.19,17859.16671,0,1,1,0,1,22.29649643
14344.27083,105.8,11574.04843,3,17754.60284,3.13,17859.16671,0,0,1,0,1,18.64824821
10376.65239,99.5,11574.04843,3,17754.60284,3.13,17859.16671,0,0,1,1,0,19.29649643
14344.27083,101.2,11574.04843,2,17754.60284,3.5,26118.75,0,1,1,0,0,26.29649643
14344.27083,101.2,11574.04843,2,17754.60284,3.5,26118.75,0,1,1,0,0,26.29649643
14344.27083,101.2,11574.04843,4,17754.60284,3.31,26118.75,0,1,1,0,0,24.8459125
14344.27083,101.2,11574.04843,4,17754.60284,3.31,26118.75,0,1,1,0,0,24.8459125
14344.27083,103.5,11574.04843,4,17754.60284,3.31,26118.75,0,1,1,0,0,22.74708036
14344.27083,103.5,11574.04843,4,17754.60284,3.62,26118.75,0,1,1,0,0,19.29649643
14344.27083,103.5,11574.04843,4,17754.60284,3.62,26118.75,0,1,1,0,0,19.29649643
14344.27083,110,11574.04843,4,17754.60284,3.62,26118.75,0,1,1,0,0,17.74708036
10376.65239,88.4,14627.58333,1,7478.151515,2.91,6007,0,1,1,0,1,50.29649643
10376.65239,94.5,11574.04843,2,7478.151515,3.03,6007,0,1,1,0,1,40.74708036
14344.27083,94.5,11574.04843,2,7478.151515,3.03,6007,0,1,1,0,1,40.74708036
10376.65239,93.7,11574.04843,2,7478.151515,2.97,7875.444444,0,1,1,0,1,39.19766428
10376.65239,93.7,11574.04843,2,7478.151515,2.97,7875.444444,0,1,1,0,1,34.8459125
10376.65239,93.7,11574.04843,2,17754.60284,3.03,7875.444444,0,0,1,0,1,27.29649643
10376.65239,93.7,11574.04843,2,7478.151515,2.97,7875.444444,0,1,1,0,1,34.8459125
14344.27083,93.7,11574.04843,2,7478.151515,2.97,7875.444444,0,1,1,0,1,34.8459125
14344.27083,93.7,11574.04843,2,7478.151515,2.97,7875.444444,0,1,1,0,1,34.8459125
14344.27083,93.7,11574.04843,2,17754.60284,3.03,7875.444444,0,0,1,0,1,27.29649643
12371.96,103.3,11574.04843,2,7478.151515,3.34,7875.444444,0,1,1,0,1,27.29649643
10376.65239,95.9,11574.04843,2,12964,3.6,7875.444444,0,0,1,0,1,21.74708036
10376.65239,86.6,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,51.74708036
10376.65239,86.6,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,34.8459125
10376.65239,93.7,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,40.19766428
10376.65239,93.7,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,32.19766428
10376.65239,93.7,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,32.19766428
14344.27083,96.5,11574.04843,2,7555.545455,2.91,8184.692308,0,1,1,0,1,32.19766428
12371.96,96.5,11574.04843,2,7555.545455,2.92,8184.692308,0,1,1,0,1,32.19766428
10376.65239,96.5,11574.04843,2,7555.545455,3.15,8184.692308,0,1,1,0,1,30.29649643
10376.65239,96.5,11574.04843,2,7555.545455,3.15,8184.692308,0,1,1,0,1,30.29649643
14344.27083,96.5,11574.04843,2,7555.545455,3.15,8184.692308,0,1,1,0,1,30.29649643
14344.27083,96.5,11574.04843,2,7555.545455,3.15,8184.692308,0,1,1,0,1,30.29649643
14344.27083,96.5,11574.04843,2,17754.60284,3.15,8184.692308,0,1,1,0,1,26.19766428
14344.27083,96.5,11574.04843,2,7478.151515,3.15,8184.692308,0,1,1,0,1,28.29649643
14344.27083,94.3,11574.04843,2,7478.151515,3.31,8916.5,0,1,1,0,0,26.74708036
14344.27083,94.5,11574.04843,2,7478.151515,3.03,8916.5,0,1,1,0,1,40.74708036
14344.27083,94.5,11574.04843,2,7478.151515,3.03,8916.5,0,1,1,0,1,40.74708036
10376.65239,96,11574.04843,2,11048,3.43,8916.5,0,1,1,0,0,26.74708036
14344.27083,113,18116.41667,4,17754.60284,3.63,34600,0,1,1,0,0,17.19766428
14344.27083,113,18116.41667,4,17754.60284,3.63,34600,0,1,1,0,0,17.19766428
14344.27083,102,25098.38462,6,17754.60284,3.54,34600,0,1,1,0,0,15.19766428
10376.65239,93.1,11574.04843,2,7478.151515,3.03,5645,0,1,1,0,1,30.54941607
10376.65239,93.1,11574.04843,2,7478.151515,3.03,5645,0,1,1,0,1,34.8459125
10376.65239,93.1,11574.04843,2,7478.151515,3.03,11320.6,0,1,1,0,1,34.8459125
14344.27083,93.1,11574.04843,2,7478.151515,3.03,11320.6,0,1,1,0,1,34.8459125
14344.27083,93.1,11574.04843,2,7478.151515,3.08,11320.6,0,1,1,0,1,34.8459125
10376.65239,95.3,13020,0,12145,3.33,11320.6,0,1,1,0,0,20.29649643
10376.65239,95.3,13020,0,12145,3.33,11320.6,0,1,1,0,0,20.29649643
10376.65239,95.3,13020,0,12145,3.33,11320.6,0,1,1,0,0,20.29649643
10376.65239,95.3,13020,0,17754.60284,3.33,11320.6,0,1,1,0,0,19.8459125
10376.65239,98.8,11574.04843,2,7478.151515,3.39,11320.6,0,1,1,0,1,29.29649643
14344.27083,98.8,11574.04843,2,7478.151515,3.39,11320.6,0,1,1,0,1,29.29649643
10376.65239,98.8,11574.04843,2,7478.151515,3.39,11320.6,0,1,1,0,1,29.29649643
14344.27083,98.8,11574.04843,2,7478.151515,3.39,11320.6,0,1,1,0,1,29.29649643
14344.27083,98.8,11574.04843,2,15838.15,3.39,11320.6,1,1,1,0,1,39.29649643
10376.65239,98.8,11574.04843,2,7478.151515,3.39,11320.6,0,1,1,0,1,29.29649643
14344.27083,104.9,11574.04843,2,17754.60284,3.76,11320.6,0,1,1,0,0,23.39532857
14344.27083,104.9,11574.04843,2,15838.15,3.43,11320.6,1,1,1,0,0,35.39532857
14344.27083,110,11574.04843,3,15838.15,3.58,33647,1,0,1,0,0,23.64824821
12371.96,110,11574.04843,3,15838.15,3.58,33647,1,0,1,0,0,23.64824821
22208.5,106.7,11574.04843,3,15838.15,3.58,33647,1,0,1,0,0,23.64824821
14344.27083,115.6,11574.04843,3,15838.15,3.58,33647,1,0,1,0,0,23.64824821
14344.27083,115.6,25098.38462,5,17754.60284,3.46,33647,0,1,1,0,0,17.09883214
21890.5,96.6,25098.38462,5,17754.60284,3.46,33647,0,1,1,0,0,17.09883214
14344.27083,120.9,25098.38462,5,17754.60284,3.8,33647,0,1,1,0,0,15.09883214
22208.5,112,25098.38462,5,17754.60284,3.8,33647,0,1,1,0,0,15.09883214
10376.65239,102.7,11574.04843,2,17754.60284,3.78,16503,0,0,1,0,0,21.74708036
10376.65239,93.7,11574.04843,2,7478.151515,2.97,9239.769231,0,1,1,0,1,39.19766428
10376.65239,93.7,11574.04843,2,7478.151515,2.97,9239.769231,0,1,1,0,1,34.8459125
10376.65239,93.7,11574.04843,2,7478.151515,2.97,9239.769231,0,1,1,0,1,34.8459125
10376.65239,93,11574.04843,2,10990.44444,3.03,9239.769231,0,0,1,0,1,27.29649643
10376.65239,96.3,11574.04843,2,10990.44444,3.17,9239.769231,0,0,1,0,1,26.8459125
10376.65239,96.3,11574.04843,2,7478.151515,3.35,9239.769231,0,1,1,0,1,28.8459125
10376.65239,95.9,11574.04843,2,10990.44444,3.58,9239.769231,0,0,1,0,1,21.74708036
10376.65239,95.9,11574.04843,2,10990.44444,3.59,9239.769231,0,0,1,0,1,21.74708036
10376.65239,95.9,11574.04843,2,10990.44444,3.59,9239.769231,0,0,1,0,1,21.74708036
14344.27083,96.3,11574.04843,2,7478.151515,3.35,9239.769231,0,1,1,0,1,28.8459125
14344.27083,96.3,11574.04843,2,7478.151515,3.35,9239.769231,0,1,1,0,1,28.8459125
14344.27083,96.3,11574.04843,2,10990.44444,3.17,9239.769231,0,0,1,0,1,26.8459125
14344.27083,96.3,11574.04843,2,10990.44444,3.17,9239.769231,0,1,1,0,1,26.8459125
14344.27083,94.5,11574.04843,2,7478.151515,3.15,5499,0,1,1,0,1,34.29649643
14344.27083,94.5,11574.04843,2,15838.15,2.99,10704.88235,1,1,1,0,1,47.74708036
14344.27083,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
14344.27083,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
12371.96,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
14344.27083,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
10376.65239,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
14344.27083,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
12371.96,94.5,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
22208.5,95.1,11574.04843,2,7478.151515,3.15,10704.88235,0,1,1,0,1,34.29649643
10376.65239,97.2,11574.04843,2,7478.151515,3.33,10704.88235,0,1,1,0,1,30.8459125
14344.27083,97.2,11574.04843,2,7478.151515,3.33,10704.88235,0,1,1,0,1,30.8459125
14344.27083,100.4,25098.38462,4,17754.60284,3.43,10704.88235,0,1,1,0,1,19.74708036
12371.96,100.4,25098.38462,4,17754.60284,3.43,10704.88235,0,1,1,0,1,19.74708036
14344.27083,100.4,25098.38462,4,17754.60284,3.43,10704.88235,0,1,1,0,1,22.29649643
10376.65239,91.3,25098.38462,4,17754.60284,3.43,10704.88235,0,1,1,0,0,22.29649643
10376.65239,91.3,25098.38462,4,17754.60284,3.43,10704.88235,0,0,1,0,0,20.29649643
10376.65239,99.2,25098.38462,4,17754.60284,3.43,10704.88235,0,1,1,0,0,22.29649643
14344.27083,107.9,14627.58333,2,17754.60284,3.46,15489.09091,0,1,1,0,0,21.74708036
14344.27083,107.9,14627.58333,2,15838.15,3.7,15489.09091,1,0,1,0,0,30.74708036
12371.96,114.2,14627.58333,2,17754.60284,3.46,15489.09091,0,1,1,0,0,21.74708036
12371.96,114.2,14627.58333,2,15838.15,3.7,15489.09091,1,0,1,0,0,25
14344.27083,107.9,14627.58333,2,17754.60284,3.46,15489.09091,0,1,1,0,0,21.74708036
14344.27083,107.9,14627.58333,2,15838.15,3.7,15489.09091,1,0,1,0,0,30.74708036
12371.96,114.2,14627.58333,2,17754.60284,3.46,15489.09091,0,1,1,0,0,21.74708036
12371.96,114.2,14627.58333,2,15838.15,3.7,15489.09091,1,0,1,0,0,25
14344.27083,107.9,14627.58333,2,17754.60284,3.46,15489.09091,0,1,1,0,0,21.74708036
14344.27083,107.9,14627.58333,2,15838.15,3.7,15489.09091,1,0,1,0,0,30.74708036
14344.27083,108,14627.58333,2,17754.60284,3.61,15489.09091,0,0,1,0,0,21.29649643
10376.65239,93.7,11574.04843,2,7478.151515,2.97,7963.428571,0,1,1,0,1,39.19766428
10376.65239,93.7,11574.04843,2,10990.44444,3.03,7963.428571,0,0,1,0,1,27.29649643
10376.65239,93.7,11574.04843,2,7478.151515,2.97,7963.428571,0,1,1,0,1,34.8459125
14344.27083,93.7,11574.04843,2,7478.151515,2.97,7963.428571,0,1,1,0,1,34.8459125
14344.27083,93.7,11574.04843,2,7478.151515,2.97,7963.428571,0,1,1,0,1,34.8459125
12371.96,103.3,11574.04843,2,7478.151515,3.35,7963.428571,0,1,1,0,1,27.29649643
10376.65239,95.9,11574.04843,2,10990.44444,3.59,7963.428571,0,0,1,0,0,21.74708036
10376.65239,94.5,11574.04843,2,17754.60284,3.94,31118.625,0,1,1,0,0,23.39532857
22208.5,89.5,13738.6,4,17754.60284,3.74,32528,0,1,0,0,0,21.39532857
22208.5,89.5,13738.6,4,17754.60284,3.74,31118.625,0,1,0,0,0,21.39532857
21890.5,89.5,13738.6,4,17754.60284,3.74,31118.625,0,1,0,0,0,21.39532857
10376.65239,98.4,31400.5,5,17754.60284,3.94,31118.625,0,1,1,0,0,23.04357678
12371.96,96.1,11574.04843,2,17754.60284,3.46,9595,0,1,1,0,1,27.39532857
10376.65239,96.1,11574.04843,2,17754.60284,3.46,9595,0,1,1,0,1,27.39532857
10376.65239,99.1,11574.04843,2,17754.60284,3.54,15223.33333,0,1,1,0,1,24.8459125
14344.27083,99.1,11574.04843,2,17754.60284,3.54,15223.33333,0,1,1,0,1,24.8459125
10376.65239,99.1,11574.04843,2,17754.60284,2.54,15223.33333,0,1,1,0,1,24.8459125
14344.27083,99.1,11574.04843,2,17754.60284,3.54,15223.33333,0,1,1,0,1,24.8459125
10376.65239,99.1,18116.41667,2,17754.60284,3.54,15223.33333,0,0,1,0,1,22.8459125
14344.27083,99.1,18116.41667,2,17754.60284,3.54,15223.33333,0,0,1,0,1,22.8459125
10376.65239,93.7,13738.6,2,7478.151515,3.62,8541.25,0,1,1,0,1,33.74708036
10376.65239,93.7,13738.6,2,7478.151515,3.62,8541.25,0,1,1,0,1,28.74708036
10376.65239,93.3,13738.6,2,7478.151515,3.62,8541.25,0,1,1,1,0,28.74708036
14344.27083,97.2,13738.6,2,7478.151515,3.62,8541.25,0,1,1,0,1,34.74708036
14344.27083,97.2,13738.6,2,7478.151515,3.62,8541.25,0,1,1,0,1,30.74708036
14344.27083,97.2,13738.6,2,17754.60284,3.62,8541.25,0,1,1,0,1,29.29649643
14344.27083,97,13738.6,2,7478.151515,3.62,8541.25,0,1,1,1,0,24.54941607
14344.27083,97,13738.6,2,17754.60284,3.62,8541.25,0,0,1,1,0,26.74708036
12371.96,97,13738.6,2,7478.151515,3.62,8541.25,0,1,1,0,1,30.19766428
12371.96,97,13738.6,2,17754.60284,3.62,8541.25,0,1,1,0,1,28.29649643
12371.96,96.9,13738.6,2,7478.151515,3.62,8541.25,0,1,1,1,0,26.29649643
12371.96,96.9,13738.6,2,17754.60284,3.62,8541.25,0,0,1,1,0,23
10376.65239,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,0,1,37.19766428
10376.65239,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,0,1,34.8459125
10376.65239,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,0,1,34.8459125
12371.96,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,0,1,34.29649643
